wavenumber,transmittance
2306.4460,99.826614
2304.5176,99.847191
2302.5891,99.908363
2300.6606,100.093925
2298.7322,100.030159
2296.8037,99.664505
2294.8752,99.548027
2292.9468,99.765869
2291.0183,99.936462
2289.0898,99.487259
2287.1614,99.165894
2285.2329,99.331360
2283.3044,99.726715
2281.3760,99.978714
2279.4475,100.385567
2277.5190,100.178238
2275.5906,99.608902
2273.6621,99.654633
2271.7336,100.058678
2269.8052,100.242928
2267.8767,99.861320
2265.9482,99.575592
2264.0198,99.833069
2262.0913,100.074226
2260.1628,100.061295
2258.2344,99.468941
2256.3059,99.171486
2254.3774,99.030876
2252.4490,99.031891
2250.5205,99.511299
2248.5920,99.847931
2246.6636,99.195511
2244.7351,98.532631
2242.8066,98.709404
2240.8782,99.587830
2238.9497,99.408028
2237.0212,99.286377
2235.0928,99.331497
2233.1643,99.970253
2231.2358,100.281723
2229.3074,99.889404
2227.3789,98.929825
2225.4504,98.725349
2223.5220,99.085625
2221.5935,99.109238
2219.6650,98.197418
2217.7366,97.291138
2215.8081,97.611649
2213.8796,98.458771
2211.9512,98.632019
2210.0227,99.677345
2208.0942,98.902649
2206.1658,97.967224
2204.2373,98.178024
2202.3088,99.671135
2200.3804,100.352348
2198.4519,98.592133
2196.5234,97.328712
2194.5950,98.385254
2192.6665,98.861816
2190.7380,98.494720
2188.8096,97.845207
2186.8811,97.578926
2184.9526,98.053635
2183.0242,99.124153
2181.0957,100.016228
2179.1672,100.319168
2177.2388,99.301674
2175.3103,98.464096
2173.3818,98.187477
2171.4534,98.443375
2169.5249,98.738884
2167.5964,98.658470
2165.6680,96.925339
2163.7395,96.366669
2161.8110,98.196686
2159.8826,98.946404
2157.9541,100.240852
2156.0256,100.439346
2154.0972,100.057465
2152.1687,99.897560
2150.2403,98.838013
2148.3118,97.323967
2146.3833,96.616379
2144.4549,96.151215
2142.5264,96.975327
2140.5979,97.600136
2138.6695,97.944740
2136.7410,98.662918
2134.8125,98.350990
2132.8841,97.530891
2130.9556,97.412308
2129.0271,98.297943
2127.0987,97.911552
2125.1702,97.114716
2123.2417,97.498077
2121.3133,98.317543
2119.3848,98.159927
2117.4563,97.343582
2115.5279,96.906158
2113.5994,96.960777
2111.6709,97.162155
2109.7425,97.293243
2107.8140,96.870308
2105.8855,96.989677
2103.9571,97.049316
2102.0286,96.949471
2100.1001,96.908791
2098.1717,97.016571
2096.2432,97.165115
2094.3147,97.381020
2092.3863,97.469551
2090.4578,97.948898
2088.5293,97.674095
2086.6009,96.572441
2084.6724,96.533615
2082.7439,97.241135
2080.8155,97.005531
2078.8870,96.554848
2076.9585,96.143044
2075.0301,96.647079
2073.1016,97.305328
2071.1731,97.347923
2069.2447,96.734840
2067.3162,96.418571
2065.3877,96.753761
2063.4593,97.192055
2061.5308,97.033165
2059.6023,97.304832
2057.6739,96.664314
2055.7454,96.595100
2053.8169,97.980881
2051.8885,97.543770
2049.9600,96.835861
2048.0315,98.384521
2046.1031,98.251183
2044.1746,96.985596
2042.2461,97.587814
2040.3177,97.988091
2038.3892,97.556213
2036.4607,96.946129
2034.5323,96.331062
2032.6038,96.325752
2030.6753,97.487976
2028.7469,99.056770
2026.8184,98.448952
2024.8899,98.027100
2022.9615,98.308372
2021.0330,98.694565
2019.1045,97.600990
2017.1761,97.712173
2015.2476,97.419937
2013.3191,98.059441
2011.3907,99.543175
2009.4622,98.442055
2007.5337,97.439285
2005.6053,98.507660
2003.6768,98.460663
2001.7483,99.033287
1999.8199,99.170723
1997.8914,98.221184
1995.9629,97.472595
1994.0345,96.715195
1992.1060,97.024368
1990.1775,98.897675
1988.2491,98.508553
1986.3206,97.239311
1984.3921,96.727859
1982.4637,98.085541
1980.5352,98.148621
1978.6067,97.294945
1976.6783,96.226456
1974.7498,97.748795
1972.8213,99.689018
1970.8929,99.143303
1968.9644,98.257172
1967.0359,97.881500
1965.1075,96.854988
1963.1790,98.555618
1961.2505,99.622490
1959.3221,100.554680
1957.3936,99.594650
1955.4651,98.958519
1953.5367,98.121025
1951.6082,97.276154
1949.6797,97.243141
1947.7513,97.694763
1945.8228,98.074936
1943.8943,99.512115
1941.9659,100.144356
1940.0374,99.675781
1938.1089,99.587173
1936.1805,99.974487
1934.2520,99.564957
1932.3235,100.030205
1930.3951,100.682632
1928.4666,100.614967
1926.5381,99.907692
1924.6097,100.057869
1922.6812,100.305923
1920.7527,100.246437
1918.8243,100.024925
1916.8958,99.807938
1914.9673,99.901283
1913.0389,100.284988
1911.1104,100.108910
1909.1819,99.358803
1907.2535,99.258095
1905.3250,99.878952
1903.3965,99.929611
1901.4681,99.655350
1899.5396,99.350685
1897.6111,99.534325
1895.6827,99.638557
1893.7542,99.745644
1891.8257,99.668877
1889.8973,99.576973
1887.9688,99.527504
1886.0403,99.748245
1884.1119,99.697639
